id,Date,Ensemble,Licence,Ensemble Area,EID,Transmitter Area,Site,Freq.,Block,TII Main Id (Hex),TII Sub Id (Hex),Serv Label1 ,SId 1 (Hex),LSN 1 (Hex),Serv Label2 ,SId 2 (Hex),LSN 2 (Hex),Serv Label3 ,SId 3 (Hex),LSN 3 (Hex),Serv Label4 ,SId 4 (Hex),LSN 4 (Hex),Serv Label5 ,SId 5 (Hex),LSN 5 (Hex),Serv Label6 ,SId 6 (Hex),LSN 6 (Hex),Serv Label7 ,SId 7 (Hex),LSN 7 (Hex),Serv Label8 ,SId 8 (Hex),LSN 8 (Hex),Serv Label9 ,SId 9 (Hex),LSN 9 (Hex),Serv Label10 ,SId 10 (Hex),LSN 10 (Hex),Serv Label11 ,SId 11 (Hex),LSN 11 (Hex),Serv Label12 ,SId 12 (Hex),LSN 12 (Hex),Serv Label13 ,SId 13 (Hex),LSN 13 (Hex),Serv Label14 ,SId 14 (Hex),LSN 14 (Hex),Serv Label15 ,SId 15 (Hex),LSN 15 (Hex),Serv Label16 ,SId 16 (Hex),LSN 16 (Hex),Serv Label17 ,SId 17 (Hex),LSN 17 (Hex),Serv Label18 ,SId 18 (Hex),LSN 18 (Hex),Serv Label19 ,SId 19 (Hex),LSN 19 (Hex),Serv Label20 ,SId 20 (Hex),LSN 20 (Hex),Serv Label21 ,SId 21 (Hex),LSN 21 (Hex),Serv Label22 ,SId 22 (Hex),LSN 22 (Hex),Serv Label23 ,SId 23 (Hex),LSN 23 (Hex),Serv Label24 ,SId 24 (Hex),LSN 24 (Hex),Serv Label25 ,SId 25 (Hex),LSN 25 (Hex),Serv Label26 ,SId 26 (Hex),LSN 26 (Hex),Serv Label27 ,SId 27 (Hex),LSN 27 (Hex),Serv Label28 ,SId 28 (Hex),LSN 28 (Hex),Serv Label29 ,SId 29 (Hex),LSN 29 (Hex),Serv Label30 ,SId 30 (Hex),LSN 30 (Hex),Serv Label31 ,SId 31 (Hex),LSN 31 (Hex),Serv Label32 ,SId 32 (Hex),LSN 32 (Hex),Data Serv Label1,Data SId 1 (Hex),Data Serv Label2,Data SId 2 (Hex),Data Serv Label3,Data SId 3 (Hex),Data Serv Label4,Data SId 4 (Hex),Data Serv Label5,Data SId 5 (Hex),Data Serv Label6,Data SId 6 (Hex),Data Serv Label7,Data SId 7 (Hex),Data Serv Label8,Data SId 8 (Hex),Data Serv Label9,Data SId 9 (Hex),Data Serv Label10,Data SId 10 (Hex),Data Serv Label11,Data SId 11 (Hex),Data Serv Label12,Data SId 12 (Hex),Data Serv Label13,Data SId 13 (Hex),Data Serv Label14,Data SId 14 (Hex),Data Serv Label15,Data SId 15 (Hex)
746305,03/03/2020,London 3,DL000026,London,C199,Dartford Tunnel,Dartford Tunnel,218.64,11B,,,Absolute  C Rock,C7C9,1A1,Bloomberg Radio,C1DB,,Gaydio,C9C9,,Lyca Radio 1458,CECE,,LycaGold,CECD,,Premier Gospel,C9C8,,Polish Radio Ldn,C1D0,,VOIslam,C6D7,,Athavan Radio,C4DC,,Sout al Khaleej,CFC1,,Dubai Now,C0EA,,Panjab Radio,CED8,,Colourful Radio,C7EC,,Boom Radio,CEEE,,Matryoshka Radio,CFD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746306,24/06/2015,London 3,DL000026,London,C199,Hertfordshire,Epping Green,218.64,11B,8,9,Absolute  C Rock,C7C9,1A1,Bloomberg Radio,C1DB,,Gaydio,C9C9,,Lyca Radio 1458,CECE,,LycaGold,CECD,,Premier Gospel,C9C8,,Polish Radio Ldn,C1D0,,VOIslam,C6D7,,Athavan Radio,C4DC,,Sout al Khaleej,CFC1,,Dubai Now,C0EA,,Panjab Radio,CED8,,Colourful Radio,C7EC,,Boom Radio,CEEE,,Matryoshka Radio,CFD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746307,16/01/2002,London 3,DL000026,London,C199,London,GUILDFORD,218.64,11B,0B,3,Absolute  C Rock,C7C9,1A1,Bloomberg Radio,C1DB,,Gaydio,C9C9,,Lyca Radio 1458,CECE,,LycaGold,CECD,,Premier Gospel,C9C8,,Polish Radio Ldn,C1D0,,VOIslam,C6D7,,Athavan Radio,C4DC,,Sout al Khaleej,CFC1,,Dubai Now,C0EA,,Panjab Radio,CED8,,Colourful Radio,C7EC,,Boom Radio,CEEE,,Matryoshka Radio,CFD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746308,12/12/2001,London 3,DL000026,London,C199,London,Hemel Hempstead (Pimlico),218.64,11B,0B,7,Absolute  C Rock,C7C9,1A1,Bloomberg Radio,C1DB,,Gaydio,C9C9,,Lyca Radio 1458,CECE,,LycaGold,CECD,,Premier Gospel,C9C8,,Polish Radio Ldn,C1D0,,VOIslam,C6D7,,Athavan Radio,C4DC,,Sout al Khaleej,CFC1,,Dubai Now,C0EA,,Panjab Radio,CED8,,Colourful Radio,C7EC,,Boom Radio,CEEE,,Matryoshka Radio,CFD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746309,14/03/2007,London 3,DL000026,London,C199,Leatherhead,Leatherhead Stoke dAbernon,218.64,11B,8,12,Absolute  C Rock,C7C9,1A1,Bloomberg Radio,C1DB,,Gaydio,C9C9,,Lyca Radio 1458,CECE,,LycaGold,CECD,,Premier Gospel,C9C8,,Polish Radio Ldn,C1D0,,VOIslam,C6D7,,Athavan Radio,C4DC,,Sout al Khaleej,CFC1,,Dubai Now,C0EA,,Panjab Radio,CED8,,Colourful Radio,C7EC,,Boom Radio,CEEE,,Matryoshka Radio,CFD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746310,08/03/2016,London 3,DL000026,London,C199,Maidenhead,Maidenhead Hyde Farm,218.64,11B,8,5,Absolute  C Rock,C7C9,1A1,Bloomberg Radio,C1DB,,Gaydio,C9C9,,Lyca Radio 1458,CECE,,LycaGold,CECD,,Premier Gospel,C9C8,,Polish Radio Ldn,C1D0,,VOIslam,C6D7,,Athavan Radio,C4DC,,Sout al Khaleej,CFC1,,Dubai Now,C0EA,,Panjab Radio,CED8,,Colourful Radio,C7EC,,Boom Radio,CEEE,,Matryoshka Radio,CFD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746311,27/01/2017,London 3,DL000026,London,C199,Pin Green,Pin Green,218.64,11B,0B,0C,Absolute  C Rock,C7C9,1A1,Bloomberg Radio,C1DB,,Gaydio,C9C9,,Lyca Radio 1458,CECE,,LycaGold,CECD,,Premier Gospel,C9C8,,Polish Radio Ldn,C1D0,,VOIslam,C6D7,,Athavan Radio,C4DC,,Sout al Khaleej,CFC1,,Dubai Now,C0EA,,Panjab Radio,CED8,,Colourful Radio,C7EC,,Boom Radio,CEEE,,Matryoshka Radio,CFD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746312,18/01/2002,London 3,DL000026,London,C199,London,REIGATE,218.64,11B,0B,5,Absolute  C Rock,C7C9,1A1,Bloomberg Radio,C1DB,,Gaydio,C9C9,,Lyca Radio 1458,CECE,,LycaGold,CECD,,Premier Gospel,C9C8,,Polish Radio Ldn,C1D0,,VOIslam,C6D7,,Athavan Radio,C4DC,,Sout al Khaleej,CFC1,,Dubai Now,C0EA,,Panjab Radio,CED8,,Colourful Radio,C7EC,,Boom Radio,CEEE,,Matryoshka Radio,CFD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746313,11/11/2010,London 3,DL000026,London,C199,North West Kent,Wrotham,218.64,11B,8,0F,Absolute  C Rock,C7C9,1A1,Bloomberg Radio,C1DB,,Gaydio,C9C9,,Lyca Radio 1458,CECE,,LycaGold,CECD,,Premier Gospel,C9C8,,Polish Radio Ldn,C1D0,,VOIslam,C6D7,,Athavan Radio,C4DC,,Sout al Khaleej,CFC1,,Dubai Now,C0EA,,Panjab Radio,CED8,,Colourful Radio,C7EC,,Boom Radio,CEEE,,Matryoshka Radio,CFD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746314,12/12/2001,London 3,DL000026,London,C199,London,Zouches Farm,218.64,11B,3,13,Absolute  C Rock,C7C9,1A1,Bloomberg Radio,C1DB,,Gaydio,C9C9,,Lyca Radio 1458,CECE,,LycaGold,CECD,,Premier Gospel,C9C8,,Polish Radio Ldn,C1D0,,VOIslam,C6D7,,Athavan Radio,C4DC,,Sout al Khaleej,CFC1,,Dubai Now,C0EA,,Panjab Radio,CED8,,Colourful Radio,C7EC,,Boom Radio,CEEE,,Matryoshka Radio,CFD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746315,12/05/2016,Manchester,DL000002,Manchester,C184,West Yorkshire,LITTLEBOROUGH,227.36,12C,2B,17,HITS RADIO MCR,C584,1E2 1E3,Grt Hits MCR,C1C1,1.00E+06,BBC Manchester,C434,81,Heart,C3AE,197 1B0,Magic Chilled,CEE6,,ASIAN SOUND,C5C1,,Smooth Radio,C3A7,1B7 1B9,CapitalNorthWest,C671,196 1C9 1ED,Smooth Country,CDE9,19A,Absolute C Rock,C7C9,,Magic Soul,C3D9,,Absolute Country,CCE7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746316,18/05/2016,Manchester,DL000002,Manchester,C184,Manchester,Manchester - City Tower,227.36,12C,2B,6,HITS RADIO MCR,C584,1E2 1E3,Grt Hits MCR,C1C1,1.00E+06,BBC Manchester,C434,81,Heart,C3AE,197 1B0,Magic Chilled,CEE6,,ASIAN SOUND,C5C1,,Smooth Radio,C3A7,1B7 1B9,CapitalNorthWest,C671,196 1C9 1ED,Smooth Country,CDE9,19A,Absolute C Rock,C7C9,,Magic Soul,C3D9,,Absolute Country,CCE7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746317,11/05/2016,Manchester,DL000002,Manchester,C184,Saddleworth,SADDLEWORTH,227.36,12C,2B,12,HITS RADIO MCR,C584,1E2 1E3,Grt Hits MCR,C1C1,1.00E+06,BBC Manchester,C434,81,Heart,C3AE,197 1B0,Magic Chilled,CEE6,,ASIAN SOUND,C5C1,,Smooth Radio,C3A7,1B7 1B9,CapitalNorthWest,C671,196 1C9 1ED,Smooth Country,CDE9,19A,Absolute C Rock,C7C9,,Magic Soul,C3D9,,Absolute Country,CCE7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746318,24/05/2016,Manchester,DL000002,Manchester,C184,Macclesfield,Sutton Common,227.36,12C,2B,0C,HITS RADIO MCR,C584,1E2 1E3,Grt Hits MCR,C1C1,1.00E+06,BBC Manchester,C434,81,Heart,C3AE,197 1B0,Magic Chilled,CEE6,,ASIAN SOUND,C5C1,,Smooth Radio,C3A7,1B7 1B9,CapitalNorthWest,C671,196 1C9 1ED,Smooth Country,CDE9,19A,Absolute C Rock,C7C9,,Magic Soul,C3D9,,Absolute Country,CCE7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746319,25/05/2016,Manchester,DL000002,Manchester,C184,Manchester,WINTER HILL,227.36,12C,2B,11,HITS RADIO MCR,C584,1E2 1E3,Grt Hits MCR,C1C1,1.00E+06,BBC Manchester,C434,81,Heart,C3AE,197 1B0,Magic Chilled,CEE6,,ASIAN SOUND,C5C1,,Smooth Radio,C3A7,1B7 1B9,CapitalNorthWest,C671,196 1C9 1ED,Smooth Country,CDE9,19A,Absolute C Rock,C7C9,,Magic Soul,C3D9,,Absolute Country,CCE7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746320,21/01/2016,Mid & West Wales,DL000056,Mid and West Wales,C1B9,Carmarthenshire,Carmarthen,229.072,12D,28,13,BBC Radio Wales,C638,,BBC Radio Cymru,C63B,,Radio Pembs,CBB2,,Radio Carms,C5B3,,Heart Wales,CFA3,197 1C2,Nation Radio,C682,1AC,Easy Radio,C784,,Dragon Radio,C4D7,,BBC R Cymru 2,CB3B,,Nation Hits,CBF1,,Nation Radio 80s,C2EF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746321,16/08/2013,Mid & West Wales,DL000056,Mid and West Wales,C1B9,South West Wales,Carmel,229.072,12D,28,0F,BBC Radio Wales,C638,,BBC Radio Cymru,C63B,,Radio Pembs,CBB2,,Radio Carms,C5B3,,Heart Wales,CFA3,197 1C2,Nation Radio,C682,1AC,Easy Radio,C784,,Dragon Radio,C4D7,,BBC R Cymru 2,CB3B,,Nation Hits,CBF1,,Nation Radio 80s,C2EF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746322,28/03/2018,Mid & West Wales,DL000056,Mid and West Wales,C1B9,Fishguard,Fishguard,229.072,12D,28,3,BBC Radio Wales,C638,,BBC Radio Cymru,C63B,,Radio Pembs,CBB2,,Radio Carms,C5B3,,Heart Wales,CFA3,197 1C2,Nation Radio,C682,1AC,Easy Radio,C784,,Dragon Radio,C4D7,,BBC R Cymru 2,CB3B,,Nation Hits,CBF1,,Nation Radio 80s,C2EF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746323,24/10/2014,Mid & West Wales,DL000056,Mid and West Wales,C1B9,South West Wales,GREENHILL,229.072,12D,28,11,BBC Radio Wales,C638,,BBC Radio Cymru,C63B,,Radio Pembs,CBB2,,Radio Carms,C5B3,,Heart Wales,CFA3,197 1C2,Nation Radio,C682,1AC,Easy Radio,C784,,Dragon Radio,C4D7,,BBC R Cymru 2,CB3B,,Nation Hits,CBF1,,Nation Radio 80s,C2EF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746324,14/08/2013,Mid & West Wales,DL000056,Mid and West Wales,C1B9,Swansea,Kilvey Hill,229.072,12D,28,15,BBC Radio Wales,C638,,BBC Radio Cymru,C63B,,Radio Pembs,CBB2,,Radio Carms,C5B3,,Heart Wales,CFA3,197 1C2,Nation Radio,C682,1AC,Easy Radio,C784,,Dragon Radio,C4D7,,BBC R Cymru 2,CB3B,,Nation Hits,CBF1,,Nation Radio 80s,C2EF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746325,22/08/2013,Mid & West Wales,DL000056,Mid and West Wales,C1B9,South West Wales,Presely,229.072,12D,28,5,BBC Radio Wales,C638,,BBC Radio Cymru,C63B,,Radio Pembs,CBB2,,Radio Carms,C5B3,,Heart Wales,CFA3,197 1C2,Nation Radio,C682,1AC,Easy Radio,C784,,Dragon Radio,C4D7,,BBC R Cymru 2,CB3B,,Nation Hits,CBF1,,Nation Radio 80s,C2EF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746326,10/11/2021,Morecambe Bay,DL104302,Morecambe Bay,C1D0,Kendal,KENDAL,218.64,11B,7,7,BBC RadioCumbria,C837,,Cando,C9F1,,Nation Radio UK,C8D9,,Smooth Lake Dist,C6A7,,Heart N Lancs,C7A3,,Fun Kids,CFD8,,Beyond Radio,C998,,TBA,C7F4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746327,10/11/2021,Morecambe Bay,DL104302,Morecambe Bay,C1D0,Lancaster,LANCASTER,218.64,11B,2C,0E,BBC RadioCumbria,C837,,Cando,C9F1,,Nation Radio UK,C8D9,,Smooth Lake Dist,C6A7,,Heart N Lancs,C7A3,,Fun Kids,CFD8,,Beyond Radio,C998,,TBA,C7F4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746328,10/11/2021,Morecambe Bay,DL104302,Morecambe Bay,C1D0,Barrow-in-Furness,Morecambe Bay,218.64,11B,7,5,BBC RadioCumbria,C837,,Cando,C9F1,,Nation Radio UK,C8D9,,Smooth Lake Dist,C6A7,,Heart N Lancs,C7A3,,Fun Kids,CFD8,,Beyond Radio,C998,,TBA,C7F4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746329,10/11/2021,Morecambe Bay,DL104302,Morecambe Bay,C1D0,Windermere,WINDERMERE,218.64,11B,7,0B,BBC RadioCumbria,C837,,Cando,C9F1,,Nation Radio UK,C8D9,,Smooth Lake Dist,C6A7,,Heart N Lancs,C7A3,,Fun Kids,CFD8,,Beyond Radio,C998,,TBA,C7F4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746330,01/07/2016,N. Ireland,DL000017,Northern Ireland,C193,Armagh,ARMAGH,229.072,12D,19,8,Cool FM,C5B2,1D1,Downtown Radio,C5C5,1D5,Q Radio,C090,,BBC  Ulster,C339,143,BBC Radio Foyle,C439,,Absolute C Rock,C7C9,,Downtown Country,CCCE,,Magic Soul,C3D9,,U105,C583,,HITS RADIO UK,CAE1,1E2 1E4,Greatest Hits,C9E8,1E6 1E7,HITS RADIO PRIDE,CAEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746331,02/12/2016,N. Ireland,DL000017,Northern Ireland,C193,Bangor,Bangor,229.072,12D,19,14,Cool FM,C5B2,1D1,Downtown Radio,C5C5,1D5,Q Radio,C090,,BBC  Ulster,C339,143,BBC Radio Foyle,C439,,Absolute C Rock,C7C9,,Downtown Country,CCCE,,Magic Soul,C3D9,,U105,C583,,HITS RADIO UK,CAE1,1E2 1E4,Greatest Hits,C9E8,1E6 1E7,HITS RADIO PRIDE,CAEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746332,06/09/2001,N. Ireland,DL000017,Northern Ireland,C193,Belfast,Black Mountain,229.072,12D,19,2,Cool FM,C5B2,1D1,Downtown Radio,C5C5,1D5,Q Radio,C090,,BBC  Ulster,C339,143,BBC Radio Foyle,C439,,Absolute C Rock,C7C9,,Downtown Country,CCCE,,Magic Soul,C3D9,,U105,C583,,HITS RADIO UK,CAE1,1E2 1E4,Greatest Hits,C9E8,1E6 1E7,HITS RADIO PRIDE,CAEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746333,06/09/2001,N. Ireland,DL000017,Northern Ireland,C193,Omagh and Enniskillen,Brougher Mountain,229.072,12D,19,3,Cool FM,C5B2,1D1,Downtown Radio,C5C5,1D5,Q Radio,C090,,BBC  Ulster,C339,143,BBC Radio Foyle,C439,,Absolute C Rock,C7C9,,Downtown Country,CCCE,,Magic Soul,C3D9,,U105,C583,,HITS RADIO UK,CAE1,1E2 1E4,Greatest Hits,C9E8,1E6 1E7,HITS RADIO PRIDE,CAEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746334,16/06/2016,N. Ireland,DL000017,Northern Ireland,C193,South Newry,Camlough,229.072,12D,19,0A,Cool FM,C5B2,1D1,Downtown Radio,C5C5,1D5,Q Radio,C090,,BBC  Ulster,C339,143,BBC Radio Foyle,C439,,Absolute C Rock,C7C9,,Downtown Country,CCCE,,Magic Soul,C3D9,,U105,C583,,HITS RADIO UK,CAE1,1E2 1E4,Greatest Hits,C9E8,1E6 1E7,HITS RADIO PRIDE,CAEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746335,06/09/2001,N. Ireland,DL000017,Northern Ireland,C193,North Belfast,Colinward,229.072,12D,19,6,Cool FM,C5B2,1D1,Downtown Radio,C5C5,1D5,Q Radio,C090,,BBC  Ulster,C339,143,BBC Radio Foyle,C439,,Absolute C Rock,C7C9,,Downtown Country,CCCE,,Magic Soul,C3D9,,U105,C583,,HITS RADIO UK,CAE1,1E2 1E4,Greatest Hits,C9E8,1E6 1E7,HITS RADIO PRIDE,CAEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746336,04/09/2001,N. Ireland,DL000017,Northern Ireland,C193,Limavady,Limavady,229.072,12D,19,7,Cool FM,C5B2,1D1,Downtown Radio,C5C5,1D5,Q Radio,C090,,BBC  Ulster,C339,143,BBC Radio Foyle,C439,,Absolute C Rock,C7C9,,Downtown Country,CCCE,,Magic Soul,C3D9,,U105,C583,,HITS RADIO UK,CAE1,1E2 1E4,Greatest Hits,C9E8,1E6 1E7,HITS RADIO PRIDE,CAEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746337,05/09/2001,N. Ireland,DL000017,Northern Ireland,C193,Londonderry,Londonderry,229.072,12D,19,4,Cool FM,C5B2,1D1,Downtown Radio,C5C5,1D5,Q Radio,C090,,BBC  Ulster,C339,143,BBC Radio Foyle,C439,,Absolute C Rock,C7C9,,Downtown Country,CCCE,,Magic Soul,C3D9,,U105,C583,,HITS RADIO UK,CAE1,1E2 1E4,Greatest Hits,C9E8,1E6 1E7,HITS RADIO PRIDE,CAEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746338,22/06/2016,N. Ireland,DL000017,Northern Ireland,C193,Newcastle,Newcastle,229.072,12D,19,10,Cool FM,C5B2,1D1,Downtown Radio,C5C5,1D5,Q Radio,C090,,BBC  Ulster,C339,143,BBC Radio Foyle,C439,,Absolute C Rock,C7C9,,Downtown Country,CCCE,,Magic Soul,C3D9,,U105,C583,,HITS RADIO UK,CAE1,1E2 1E4,Greatest Hits,C9E8,1E6 1E7,HITS RADIO PRIDE,CAEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746339,24/01/2017,N. Ireland,DL000017,Northern Ireland,C193,Newtownards,NEWTOWNARDS,229.072,12D,19,13,Cool FM,C5B2,1D1,Downtown Radio,C5C5,1D5,Q Radio,C090,,BBC  Ulster,C339,143,BBC Radio Foyle,C439,,Absolute C Rock,C7C9,,Downtown Country,CCCE,,Magic Soul,C3D9,,U105,C583,,HITS RADIO UK,CAE1,1E2 1E4,Greatest Hits,C9E8,1E6 1E7,HITS RADIO PRIDE,CAEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746340,05/09/2001,N. Ireland,DL000017,Northern Ireland,C193,Strabane,Strabane,229.072,12D,19,5,Cool FM,C5B2,1D1,Downtown Radio,C5C5,1D5,Q Radio,C090,,BBC  Ulster,C339,143,BBC Radio Foyle,C439,,Absolute C Rock,C7C9,,Downtown Country,CCCE,,Magic Soul,C3D9,,U105,C583,,HITS RADIO UK,CAE1,1E2 1E4,Greatest Hits,C9E8,1E6 1E7,HITS RADIO PRIDE,CAEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746341,11/03/2013,NE Wales W Chesh,DL000049,NEWales & WestCheshire,C1B3,North East Wales & West Cheshire,MOEL Y PARC,215.072,10D,29,3,BBC Radio Wales,C738,,BBC Radio Cymru,C73B,,Dragon Radio,C4D7,,Capital NW,C373,194 1C4,Dee on DAB,C2CF,,Nation Radio,C5DD,1AC 1D7,Sandgrounder,C1D9,,Love80sLpool,C0DA,,CountryLineRadio,CCC4,,Zest Liverpool,C7DB,,Happy Radio UK,C2C0,1EF,Fun Kids Junior,C7E9,,88.3 CENTREFORCE,C6E3,,Liverpool Live,CEEC,,BBC R Cymru 2,CB3B,,In Demand Radio,C5ED,,Easy Radio,C784,,Heart Nrth Wales,C2DF,,Tomorrowland OWR,C2C3,,Hope Radio,C2E9,,Juice Radio,C7C5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fun Kids,C5D0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
